"","KLCODE","DATE","source","REGIO","SUBREGIO","AGE","SEX","PM","MASS","BILL","WING","TOTHD","TARS","TATO","MONTH","jdate","SS"
"18892","Y6YRRY",2012-08-11,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,224,"Lap"
"18893","R6WRWB",2012-08-29,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,242,"Lap"
"18894","R6WBRB",2012-08-29,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,242,"Lap"
"18895","R6WBWR",2012-08-29,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,242,"Lap"
"18897","R6WWYR",2012-08-29,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,242,"Lap"
"18903","R3WYRB",2012-08-29,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,242,"Lap"
"18905","R2BRRB",2012-08-29,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,242,"Lap"
"18906","R2BRBR",2012-08-29,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,242,"Lap"
"18918","R2BRBR",2012-08-17,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,230,"Lap"
"18958","R6WRWB",2012-08-10,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,223,"Lap"
"18970","R6WBRB",2012-08-10,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,223,"Lap"
"18976","Y7WWYB",2012-08-28,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,241,"Lap"
"18978","R7RRWY",2012-08-28,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,241,"Lap"
"18979","R6WRWB",2012-08-28,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,241,"Lap"
"18980","R2YYRY",2012-08-28,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,241,"Lap"
"18981","R2BRYR",2012-08-28,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,241,"Lap"
"18984","R1BBRR",2012-08-28,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,241,"Lap"
"18986","R6WBRB",2012-08-28,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,241,"Lap"
"18990","R3YYRY",2012-08-28,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,241,"Lap"
"18992","R3RBRB",2012-08-28,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,241,"Lap"
"18993","R1RWBR",2012-08-28,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,241,"Lap"
"18999","R6WWRB",2012-09-10,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,254,"Lap"
"19000","Y5RBYY",2012-09-10,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,254,"Lap"
"19001","Y2YYBW",2012-09-10,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,254,"Lap"
"19002","Y1YYRR",2012-09-10,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,254,"Lap"
"19005","R7RBYW",2012-09-10,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,254,"Lap"
"19006","R6WRWY",2012-09-10,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,254,"Lap"
"19007","R6WRWB",2012-09-10,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,254,"Lap"
"19008","R2YYRY",2012-09-10,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,254,"Lap"
"19010","Y5RRBW",2012-09-10,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,254,"Lap"
"19011","R7RRWY",2012-09-10,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,254,"Lap"
"19015","R7RBRB",2012-09-10,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,254,"Lap"
"19018","Y6YRRY",2012-09-10,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,254,"Lap"
"19020","R3WYRB",2012-09-10,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,254,"Lap"
"19021","R6WWRB",2012-08-27,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,240,"Lap"
"19025","R6WBWR",2012-08-27,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,240,"Lap"
"19027","R3RRBR",2012-08-27,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,240,"Lap"
"19028","R1BRWY",2012-08-27,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,240,"Lap"
"19062","R7RRWY",2012-09-11,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,255,"Lap"
"19063","R6WRWY",2012-09-11,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,255,"Lap"
"19065","R2WRRB",2012-09-11,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,255,"Lap"
"19071","R6WBRB",2012-09-12,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"19078","R1BRRB",2012-09-12,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"19080","R6WRWB",2012-09-12,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"19081","Y7WWYB",2012-09-12,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"19084","R7RRWY",2012-09-12,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"19085","Y1YYRR",2012-09-12,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"19086","Y2RYRW",2012-09-12,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"19087","R6WRWY",2012-09-12,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"19089","R6WBRB",2012-08-31,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,244,"Lap"
"19096","R6WRWY",2012-09-01,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,245,"Lap"
"19101","R6WRWB",2012-08-31,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,244,"Lap"
"19103","Y5RRBW",2012-08-31,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,244,"Lap"
"19104","R3RRBR",2012-08-31,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,244,"Lap"
"19107","R7RRYY",2012-08-31,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,244,"Lap"
"19110","Y6YRRY",2012-09-01,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,245,"Lap"
"19111","Y5RRBW",2012-09-01,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,245,"Lap"
"19113","R7RBYW",2012-09-01,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,245,"Lap"
"19114","R6WWRB",2012-09-01,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,245,"Lap"
"19117","R6WWRB",2012-09-01,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,245,"Lap"
"19120","R7RRWY",2012-09-01,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,9,245,"Lap"
"19122","R3WYBR",2012-07-20,"OBS","OW","AME",NA,"M",NA,NA,NA,NA,NA,NA,NA,7,202,"Lap"
"19178","R7WWYY",2012-08-20,"OBS","OW","AME",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,233,"Lap"
"19203","Y6YRRY",2012-08-13,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,226,"Lap"
"19205","R2YYRY",2012-08-13,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,226,"Lap"
"19207","Y2RYRW",2012-08-13,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,226,"Lap"
"19210","Y6YRRY",2012-08-13,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,226,"Lap"
"19222","R3RRBR",2012-08-13,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,226,"Lap"
"19223","R6WRWB",2012-08-13,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,226,"Lap"
"19232","R4BWRW",2012-09-08,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,252,"Lap"
"19233","Y7WWYY",2012-09-08,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,252,"Lap"
"19237","R7WYBW",2012-09-09,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,253,"Lap"
"19239","Y1YWRY",2012-09-09,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,253,"Lap"
"19240","Y6YRWW",2012-09-11,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,255,"Lap"
"19241","Y7YRWR",2012-09-11,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,255,"Lap"
"19242","Y6YRYW",2012-09-11,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,255,"Lap"
"19244","R6WWYR",2012-09-14,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,258,"Lap"
"19247","R1BRWY",2012-09-17,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,261,"Lap"
"19248","Y5BRBW",2012-09-17,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,261,"Lap"
"19249","R6WWYR",2012-09-17,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,261,"Lap"
"19263","R7RRWY",2012-09-17,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,261,"Lap"
"19264","L4RYRY",2012-09-15,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,259,"Lap"
"19269","R6WYRY",2012-09-18,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,9,262,"Lap"
"19283","R2YYBW",2012-09-20,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,264,"Lap"
"19286","Y6YRWW",2012-09-21,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,265,"Lap"
"19288","R2YYRW",2012-09-13,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,257,"Lap"
"19290","Y6YRWW",2012-09-14,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,258,"Lap"
"19292","R2YYRW",2012-09-14,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,258,"Lap"
"19294","Y7YYYW",2012-09-15,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,259,"Lap"
"19295","R3BWYR",2012-09-15,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,259,"Lap"
"19296","R2YYRW",2012-09-15,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,259,"Lap"
"19299","Y5WRBW",2012-09-16,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,260,"Lap"
"19300","R6WBWR",2012-09-16,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,260,"Lap"
"19302","R1BBRR",2012-09-16,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,260,"Lap"
"19303","Y7YRWR",2012-09-16,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,260,"Lap"
"19318","Y8RRYY",2013-01-23,"OBS","HK","HK",NA,"9",NA,NA,NA,NA,NA,NA,NA,1,23,"Lap"
"19319","Y8RRYY",2013-01-23,"OBS","HK","HK",NA,"9",NA,NA,NA,NA,NA,NA,NA,1,23,"Lap"
"19451","R8BYYB",2012-05-12,"OBS","OW","AME",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,133,"Lap"
"19512","R8YBYB",2012-05-04,"OBS","WW","TEX",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,125,"Lap"
"19555","R4WWBW",2012-10-06,"OBS","WW","TEX",NA,"M",NA,NA,NA,NA,NA,NA,NA,10,280,"Lap"
"19561","R4BWRW",2013-03-20,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,79,"Lap"
"19562","Y3YRRY",2013-03-21,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,80,"Lap"
"19564","L4LYRL",2013-03-21,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,80,"Lap"
"19565","R1BBRB",2013-03-21,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,80,"Lap"
"19566","R6BYRR",2013-03-21,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,80,"Lap"
"19567","R5YRBB",2013-03-21,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,80,"Lap"
"19568","Y6YRRY",2013-03-21,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,80,"Lap"
"19569","R1BRRR",2013-03-21,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,80,"Lap"
"19570","Y6YRRY",2013-03-21,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,80,"Lap"
"19571","Y6YBYY",2013-03-21,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,80,"Lap"
"19572","R2YYYR",2013-03-21,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,80,"Lap"
"19573","Y7WWYY",2013-03-21,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,80,"Lap"
"19574","Y3YWYY",2013-03-21,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,80,"Lap"
"19576","R5YRBY",2013-03-21,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,80,"Lap"
"19577","R6BYRR",2013-03-21,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,80,"Lap"
"19578","R3BWYB",2013-03-22,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,81,"Lap"
"19579","Y3YRRY",2013-03-22,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,81,"Lap"
"19582","R2WRRB",2013-03-31,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,3,90,"Lap"
"19742","R2YYRY",2013-07-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,7,207,"Lap"
"19755","R2YYRW",2013-08-09,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,221,"Lap"
"19756","R1BRBB",2013-08-09,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,221,"Lap"
"19761","Y6YYYW",2013-08-12,"OBS","WW","RI",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,224,"Lap"
"19762","Y2YYRW",2013-08-09,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,221,"Lap"
"19764","Y6YYYW",2013-08-13,"OBS","WW","RI",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,225,"Lap"
"19767","R2YYRW",2013-08-17,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,229,"Lap"
"19769","R2YYRW",2013-08-18,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,230,"Lap"
"19770","R1BRRB",2013-08-25,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,237,"Lap"
"19775","R3RBRB",2013-08-25,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,237,"Lap"
"19777","Y6BBBR",2013-08-25,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,237,"Lap"
"19778","Y2RYRW",2013-08-25,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,237,"Lap"
"19780","Y7YRWR",2013-08-25,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,237,"Lap"
"19782","R2YYRY",2013-08-25,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,237,"Lap"
"19783","R6WWYR",2013-08-25,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,237,"Lap"
"19788","R7RRWY",2013-08-25,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,237,"Lap"
"19796","R6WBRB",2013-08-24,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,236,"Lap"
"19800","Y7WWWW",2013-08-24,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,236,"Lap"
"19802","R3RYWY",2013-08-24,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,236,"Lap"
"19803","Y2YYBW",2013-08-24,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,236,"Lap"
"19804","R7RRWY",2013-08-24,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,236,"Lap"
"19805","R2BRRB",2013-08-18,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,230,"Lap"
"19806","R6WBWR",2013-08-18,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,230,"Lap"
"19809","R1BBWY",2013-08-19,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,231,"Lap"
"19813","R1BRBB",2013-08-21,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,233,"Lap"
"19814","Y6YRRW",2013-08-21,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,233,"Lap"
"19815","R3BWYR",2013-08-23,"OBS","WW","RI",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,235,"Lap"
"19824","R4BWRW",2013-08-12,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,224,"Lap"
"19830","R5YRBY",2013-08-19,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,231,"Lap"
"19831","R4BWRW",2013-08-19,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,231,"Lap"
"19834","Y5RRBW",2013-08-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,238,"Lap"
"19835","Y6YRRY",2013-08-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,238,"Lap"
"19893","R3RBYB",2013-07-18,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,7,199,"Lap"
"19898","Y6YRWY",2013-07-28,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,7,209,"Lap"
"19906","R2YYRY",2013-08-05,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,217,"Lap"
"19925","R2YYRY",2013-08-05,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,217,"Lap"
"19956","Y3YRRY",2013-09-15,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,258,"Lap"
"20030","Y5WRRB",2013-08-12,"OBS","WW","TEX",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,224,"Lap"
"20039","R7RRRR",2013-09-10,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,253,"Lap"
"20041","R7RRYY",2013-09-10,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,253,"Lap"
"20043","R1BBRR",2013-09-11,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,254,"Lap"
"20045","R6WBRB",2013-09-13,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"20046","Y6YYYW",2013-09-13,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,256,"Lap"
"20048","R2YYRW",2013-09-16,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,259,"Lap"
"20049","R1BRBB",2013-09-16,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,259,"Lap"
"20171","R5YRRR",2013-08-04,"OBS","OW","AME",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,216,"Lap"
"20179","Y2BBRY",2013-05-07,"OBS","WW","TEX",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,127,"Lap"
"20191","Y8YWWY",2013-05-06,"OBS","WW","TEX",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,126,"Lap"
"20254","Y2BBRY",2013-05-13,"OBS","WW","TEX",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,133,"Lap"
"20267","R3RBYB",2013-05-14,"OBS","WW","TEX",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,134,"Lap"
"20293","Y2BBRY",2013-05-15,"OBS","WW","TEX",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,135,"Lap"
"20352","Y2BBRY",2013-05-25,"OBS","WW","TEX",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,145,"Lap"
"20381","Y2RYBY",2013-05-27,"OBS","WW","TEX",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,147,"Lap"
"20405","R2WBBY",2013-05-30,"OBS","WW","TEX",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,150,"Lap"
"20413","Y2RYBY",2013-05-30,"OBS","WW","TEX",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,150,"Lap"
"20461","R2WRYR",2010-05-08,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,128,"Lap"
"20464","R7WYBW",2010-05-08,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,128,"Lap"
"20465","Y2RYRY",2010-05-08,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,128,"Lap"
"20470","Y1RBRY",2010-05-08,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,128,"Lap"
"20475","R3WYRB",2010-05-09,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,129,"Lap"
"20476","R3YYRY",2010-05-09,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,129,"Lap"
"20479","R7RBYW",2010-05-09,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,129,"Lap"
"20480","R7RRBB",2010-05-09,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,129,"Lap"
"20482","Y1YYRR",2010-05-09,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,129,"Lap"
"20488","Y5WYBY",2010-05-09,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,129,"Lap"
"20490","Y1RBRY",2010-05-09,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,129,"Lap"
"20491","Y2BBRY",2010-05-08,"OBS","WW","TEX",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,128,"Lap"
"20512","Y1RRYR",2010-08-09,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,221,"Lap"
"20517","R2WRYR",2010-08-09,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,221,"Lap"
"20523","R1RWBR",2010-08-09,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,221,"Lap"
"20526","R3RBRB",2010-08-09,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,221,"Lap"
"20527","R6WBRB",2010-08-09,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,221,"Lap"
"20543","R3BWWB",2010-10-05,"OBS","WW","VLI",NA,"9",NA,NA,NA,NA,NA,NA,NA,10,278,"Lap"
"20548","R6RRYW",2010-10-12,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,10,285,"Lap"
"20549","R6RRYW",2010-10-12,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,10,285,"Lap"
"20550","R3BWWB",2010-10-16,"OBS","WW","VLI",NA,"9",NA,NA,NA,NA,NA,NA,NA,10,289,"Lap"
"20555","Y7YRWB",2010-08-20,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,232,"Lap"
"20556","R6RRYW",2010-09-30,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,9,273,"Lap"
"20557","Y5WRYW",2010-08-17,"OBS","WW","TEX",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,229,"Lap"
"20558","Y5WRYW",2010-08-20,"OBS","WW","TEX",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,232,"Lap"
"20560","Y2BBRY",2010-08-22,"OBS","WW","TEX",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,234,"Lap"
"20572","R5RBBR",2010-05-05,"OBS","OW","AME",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,125,"Lap"
"20585","R4YYWR",2010-05-09,"OBS","OW","AME",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,129,"Lap"
"20590","Y4WBYB",2010-05-09,"OBS","OW","AME",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,129,"Lap"
"20651","R3BBBY",2009-12-05,"OBS","WW","TEX",NA,"9",NA,NA,NA,NA,NA,NA,NA,12,339,"Lap"
"20710","Y7WBYY",2010-05-06,"OBS","WW","TEX",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,126,"Lap"
"20718","Y1BBRY",2010-05-13,"OBS","WW","VLI",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,133,"Lap"
"20720","Y2RYBR",2010-05-13,"OBS","WW","VLI",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,133,"Lap"
"20724","Y7RYWR",2010-05-13,"OBS","WW","VLI",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,133,"Lap"
"20749","Y1WYRY",2011-02-04,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,2,35,"Lap"
"20750","Y1YWRB",2011-02-04,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,2,35,"Lap"
